MP,EDate,ETime,EPrice,XDate,XTime,XPrice,MAE,MAE_P,MAE_bn,MFE,MFE_P,MFE_Bn,FTE,ETD,MAEFE,MAEFE_p,MAEfe_nB,TradeRange,maxL2H,maxH2L,nBars,TradeN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380
1,05/11/2011,08:32,1198,05/11/2011,11:00,1205,-350,0,147,50,0,1,-350,-400,-287.5,0,147,0,0,0,149,115,12.5,37.5,0,-87.5,-62.5,-25,-37.5,-25,-25,-62.5,-50,-25,0,-12.5,0,0,-50,-25,-12.5,-12.5,37.5,50,25,-12.5,-37.5,-37.5,-37.5,-50,-50,-125,-87.5,-87.5,-125,-125,-137.5,-112.5,-87.5,-75,-100,-137.5,-137.5,-137.5,-137.5,-112.5,-100,-62.5,-62.5,-37.5,-62.5,-75,-62.5,-100,-100,-112.5,-125,-125,-87.5,-75,-87.5,-162.5,-187.5,-187.5,-187.5,-150,-200,-200,-200,-200,-225,-187.5,-187.5,-175,-175,-175,-175,-150,-137.5,-162.5,-187.5,-150,-162.5,-187.5,-150,-125,-112.5,-100,-100,-112.5,-125,-125,-100,-125,-125,-137.5,-137.5,-150,-137.5,-125,-112.5,-125,-137.5,-150,-150,-137.5,-125,-125,-125,-87.5,-87.5,-87.5,-100,-100,-100,-87.5,-62.5,-87.5,-100,-112.5,-125,-100,-87.5,-87.5,-100,-125,-137.5,-162.5,-150,-162.5,-175,-162.5,-162.5,-150,-150,-175,-162.5,-162.5,-187.5,-212.5,-200,-175,-200,-212.5,-187.5,-212.5,-225,-275,-337.5,-325,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/12/2011,08:33,1208,05/12/2011,10:42,1202,-287.5,0,14,300,0,129,300,0,-250,0,14,0,0,0,130,116,0,-25,25,25,0,-62.5,-112.5,-125,-112.5,-112.5,-187.5,-150,-250,-200,-200,-225,-225,-150,-150,-125,-112.5,-137.5,-137.5,-187.5,-175,-175,-125,-125,-75,-162.5,-187.5,-162.5,-187.5,-237.5,-187.5,-150,-87.5,-37.5,-37.5,25,12.5,25,12.5,50,-12.5,37.5,37.5,-12.5,-25,0,-37.5,-50,-12.5,50,12.5,25,0,12.5,12.5,50,-25,12.5,12.5,0,-25,-12.5,-12.5,12.5,12.5,12.5,-37.5,-62.5,-87.5,-50,-50,-75,-62.5,-12.5,-37.5,-75,-150,-137.5,-100,-75,-75,-75,-75,-75,-125,-150,-75,-87.5,12.5,0,-25,-50,-25,-50,-12.5,12.5,0,25,37.5,12.5,25,25,25,50,62.5,75,87.5,87.5,100,125,137.5,150,175,162.5,175,200,187.5,225,200,225,200,212.5,200,212.5,262.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/13/2011,08:35,1193,05/13/2011,10:21,1200,-350,0,95,75,0,1,-350,-425,-225,0,95,0,0,0,107,117,25,-25,0,-37.5,0,-12.5,-62.5,-37.5,0,-37.5,12.5,0,-87.5,-12.5,-37.5,-50,-87.5,-50,-37.5,-62.5,0,25,25,-12.5,-12.5,-62.5,-37.5,-75,-125,-150,-162.5,-162.5,-150,-162.5,-200,-200,-162.5,-162.5,-212.5,-137.5,-112.5,-37.5,-37.5,-50,-12.5,0,-25,-50,-62.5,-50,-62.5,-62.5,-87.5,-87.5,-50,-62.5,-12.5,-50,-12.5,-25,37.5,37.5,0,0,12.5,25,50,37.5,0,12.5,12.5,-25,-12.5,-12.5,-37.5,12.5,-62.5,-50,-37.5,-12.5,-25,-37.5,-75,-62.5,-87.5,-100,-125,-150,-162.5,-200,-237.5,-187.5,-200,-225,-275,-225,-275,-250,-262.5,-212.5,-187.5,-212.5,-200,-162.5,-212.5,-275,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/16/2011,08:32,1203.25,05/16/2011,09:08,1197.25,-87.5,0,1,300,0,32,300,0,-37.5,0,2,0,0,0,37,118,-37.5,-12.5,-12.5,12.5,87.5,100,112.5,162.5,150,187.5,175,162.5,162.5,137.5,100,125,125,75,87.5,62.5,62.5,100,137.5,137.5,112.5,87.5,112.5,100,125,200,200,287.5,275,262.5,250,275,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/20/2011,08:37,1184.75,05/20/2011,09:46,1191.75,-350,0,40,100,0,4,-350,-450,-237.5,0,40,0,0,0,70,119,25,37.5,50,87.5,75,62.5,100,37.5,12.5,12.5,0,-25,-25,-50,-37.5,-75,-87.5,-125,-137.5,-150,-200,-175,-175,-162.5,-225,-187.5,-200,-187.5,-200,-237.5,-200,-200,-225,-225,-187.5,-200,-225,-200,-300,-287.5,-262.5,-262.5,-225,-225,-225,-225,-237.5,-275,-275,-212.5,-187.5,-162.5,-175,-187.5,-212.5,-200,-262.5,-237.5,-225,-250,-250,-262.5,-275,-237.5,-200,-250,-275,-325,-325,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/26/2011,08:56,1187.25,05/26/2011,11:43,1181.25,-62.5,0,18,300,0,156,300,0,0,0,1,0,0,0,168,120,12.5,50,0,50,25,25,-12.5,50,37.5,62.5,25,75,100,62.5,25,87.5,25,-25,25,0,75,50,37.5,50,50,12.5,62.5,62.5,125,137.5,137.5,137.5,87.5,100,100,50,25,37.5,62.5,87.5,62.5,137.5,162.5,162.5,162.5,112.5,87.5,137.5,112.5,150,100,100,75,62.5,87.5,75,75,12.5,0,12.5,-25,-25,0,0,-12.5,12.5,-25,-12.5,-25,-25,0,-12.5,25,37.5,37.5,37.5,37.5,25,25,37.5,25,37.5,100,100,112.5,112.5,87.5,87.5,75,75,112.5,100,125,125,150,137.5,162.5,162.5,150,125,150,137.5,87.5,100,87.5,87.5,100,125,150,150,112.5,112.5,137.5,137.5,150,175,175,200,175,162.5,175,187.5,187.5,162.5,162.5,162.5,162.5,162.5,150,137.5,137.5,162.5,150,137.5,137.5,162.5,200,237.5,212.5,212.5,225,212.5,200,187.5,212.5,212.5,212.5,225,212.5,212.5,237.5,250,237.5,262.5,262.5,275,250,262.5,250,250,225,225,225,237.5,250,262.5,262.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/05/2011,08:34,1200.75,07/05/2011,14:51,1199.75,-125,0,94,225,0,263,50,-175,-12.5,0,6,0,0,0,378,121,12.5,50,37.5,12.5,-50,-37.5,-37.5,-37.5,-50,-12.5,12.5,25,12.5,37.5,50,50,50,25,12.5,37.5,25,50,12.5,12.5,25,25,37.5,-12.5,62.5,50,100,125,125,125,125,125,125,112.5,162.5,162.5,162.5,125,62.5,25,37.5,0,-25,0,-25,-50,-25,-87.5,-50,-50,-12.5,-50,-12.5,0,37.5,12.5,25,12.5,37.5,37.5,12.5,0,25,37.5,37.5,25,62.5,50,75,75,25,12.5,-12.5,12.5,25,0,-12.5,-12.5,-12.5,-12.5,-75,-50,-50,-12.5,-37.5,-50,-62.5,-75,-87.5,-87.5,-87.5,-75,-87.5,-87.5,-62.5,-50,-37.5,-37.5,-62.5,-37.5,-12.5,12.5,0,12.5,12.5,-12.5,0,0,-12.5,-12.5,-25,-12.5,0,-12.5,12.5,50,37.5,12.5,25,25,25,25,0,0,-12.5,12.5,37.5,50,50,75,62.5,75,87.5,50,50,62.5,50,62.5,62.5,50,62.5,75,75,100,87.5,75,50,75,75,87.5,87.5,87.5,87.5,137.5,100,112.5,100,87.5,75,87.5,100,87.5,75,62.5,62.5,62.5,75,87.5,87.5,87.5,112.5,100,112.5,125,112.5,125,112.5,100,87.5,125,112.5,100,112.5,125,150,125,137.5,125,100,112.5,112.5,100,87.5,87.5,87.5,100,112.5,125,137.5,112.5,100,87.5,112.5,112.5,125,125,125,137.5,150,137.5,137.5,137.5,137.5,125,125,125,125,125,137.5,150,137.5,137.5,125,137.5,150,137.5,150,150,137.5,150,137.5,150,125,137.5,137.5,125,125,150,137.5,150,137.5,125,125,137.5,137.5,125,125,150,150,162.5,187.5,187.5,200,187.5,187.5,200,200,212.5,212.5,212.5,212.5,212.5,200,225,212.5,112.5,62.5,62.5,75,50,37.5,75,37.5,50,62.5,50,100,100,50,50,25,25,-12.5,-12.5,-62.5,-62.5,-62.5,-62.5,-75,-100,-62.5,-62.5,-87.5,-50,-75,-75,-87.5,-100,-37.5,-37.5,0,-12.5,25,12.5,12.5,12.5,12.5,12.5,0,25,12.5,0,25,25,25,12.5,12.5,12.5,0,-12.5,0,50,37.5,12.5,25,50,37.5,37.5,37.5,50,75,87.5,112.5,75,50,50,50,50,37.5,87.5,100,87.5,75,112.5,125,150,150,175,162.5,150,150,150,175,187.5,187.5,200,175,150,162.5,162.5,162.5,137.5,137.5,125,112.5,100,112.5,125,100,87.5,62.5,50,50,50,,
1,07/06/2011,09:01,1208,07/06/2011,10:57,1202,-125,0,20,300,0,104,300,0,0,0,1,0,0,0,117,122,100,12.5,-12.5,0,25,-37.5,-25,-25,-37.5,25,37.5,25,0,12.5,-25,-50,-37.5,-100,-87.5,-112.5,-100,-125,-100,-75,-37.5,-62.5,-50,-37.5,0,0,25,12.5,12.5,25,37.5,0,75,62.5,50,62.5,37.5,37.5,50,37.5,37.5,0,-12.5,0,37.5,50,62.5,100,112.5,100,100,112.5,125,112.5,112.5,112.5,150,100,100,75,100,112.5,100,75,50,50,62.5,62.5,75,100,87.5,75,100,75,100,87.5,112.5,125,112.5,87.5,100,87.5,112.5,100,125,137.5,162.5,125,137.5,112.5,137.5,137.5,200,212.5,200,187.5,212.5,237.5,275,287.5,250,275,262.5,275,287.5,262.5,262.5,262.5,262.5,262.5,262.5,275,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/12/2011,08:55,1190,07/12/2011,09:06,1184,-12.5,0,1,300,0,10,300,0,0,0,1,0,0,0,12,123,-12.5,75,62.5,87.5,137.5,237.5,187.5,212.5,262.5,250,275,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/18/2011,08:33,1158,07/18/2011,09:11,1165,-350,0,36,150,0,10,-350,-500,-187.5,0,36,0,0,0,39,124,0,-25,-12.5,-12.5,-37.5,37.5,75,62.5,125,125,112.5,87.5,37.5,100,37.5,62.5,25,-12.5,-25,-37.5,-12.5,0,-62.5,-112.5,-137.5,-150,-137.5,-100,-125,-87.5,-75,-175,-137.5,-225,-262.5,-312.5,-300,-275,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07/22/2011,08:32,1208.75,07/22/2011,14:51,1207.5,-325,0,54,175,0,207,62.5,-112.5,-200,0,54,0,0,0,380,125,25,25,50,75,112.5,100,75,50,-12.5,0,-37.5,-37.5,-50,-37.5,-50,-137.5,-112.5,-112.5,-50,-62.5,-87.5,-137.5,-150,-112.5,-112.5,-137.5,-87.5,-100,-162.5,-162.5,-162.5,-175,-150,-112.5,-50,-87.5,-100,-87.5,-125,-112.5,-125,-87.5,-75,-100,-137.5,-187.5,-225,-225,-187.5,-162.5,-237.5,-237.5,-250,-275,-250,-262.5,-237.5,-212.5,-212.5,-212.5,-212.5,-175,-175,-175,-187.5,-175,-112.5,-125,-112.5,-125,-100,-100,-125,-100,-112.5,-125,-100,-112.5,-125,-162.5,-150,-150,-175,-137.5,-150,-150,-100,-87.5,-62.5,-87.5,-50,-37.5,-25,-62.5,-75,-87.5,-75,-75,-87.5,-62.5,-50,-50,-62.5,-62.5,-50,-25,-50,-62.5,-62.5,-100,-75,-87.5,-87.5,-62.5,-75,-75,-87.5,-87.5,-87.5,-87.5,-75,-37.5,-50,-50,-75,-75,-75,-12.5,25,-12.5,-12.5,-12.5,12.5,50,12.5,25,12.5,25,12.5,12.5,12.5,0,0,-12.5,12.5,25,50,12.5,12.5,12.5,-12.5,0,-12.5,0,25,50,62.5,75,87.5,100,87.5,75,125,137.5,137.5,125,112.5,87.5,87.5,75,100,100,75,62.5,50,75,62.5,75,75,75,75,75,75,87.5,87.5,75,100,75,50,62.5,37.5,50,62.5,50,75,75,75,75,75,87.5,100,100,112.5,112.5,100,112.5,150,137.5,150,137.5,125,100,125,125,100,100,100,100,100,75,87.5,87.5,100,87.5,100,112.5,112.5,112.5,125,87.5,112.5,100,75,100,87.5,75,87.5,100,100,87.5,100,112.5,100,112.5,112.5,100,87.5,87.5,100,112.5,125,112.5,112.5,100,125,112.5,75,75,75,100,87.5,75,87.5,87.5,112.5,125,125,125,125,112.5,125,112.5,112.5,87.5,75,62.5,50,87.5,100,100,100,87.5,100,112.5,100,100,112.5,125,112.5,100,112.5,100,112.5,100,112.5,87.5,100,87.5,87.5,112.5,125,125,100,125,112.5,87.5,100,100,100,87.5,100,125,112.5,112.5,112.5,100,112.5,100,100,87.5,125,112.5,112.5,100,112.5,125,112.5,125,125,125,125,150,125,137.5,125,125,125,125,112.5,112.5,100,75,75,75,75,75,87.5,112.5,100,112.5,87.5,87.5,100,87.5,87.5,62.5,87.5,62.5,50,75,75,62.5,37.5,12.5,12.5,12.5,25,25,25,-25,-12.5,-12.5,0,0,75,50,87.5,75,62.5,62.5
1,07/26/2011,08:36,1191.25,07/26/2011,14:51,1194.75,-287.5,0,33,187.5,0,283,-175,-362.5,-200,0,33,0,0,0,376,126,0,25,37.5,50,-25,50,75,87.5,-12.5,-50,-112.5,-75,-112.5,-112.5,-87.5,-137.5,-125,-162.5,-137.5,-187.5,-237.5,-175,-162.5,-162.5,-175,-150,-112.5,-87.5,-125,-162.5,-200,-237.5,-287.5,-275,-237.5,-250,-162.5,-225,-200,-162.5,-137.5,-125,-187.5,-175,-187.5,-175,-212.5,-150,-137.5,-125,-175,-187.5,-187.5,-175,-162.5,-162.5,-162.5,-175,-187.5,-162.5,-125,-125,-137.5,-137.5,-150,-112.5,-125,-87.5,-62.5,-62.5,-12.5,-12.5,-37.5,-37.5,-50,-37.5,-25,-25,-25,-50,-75,-75,-100,-75,-50,-37.5,-12.5,-25,-50,-37.5,12.5,37.5,25,25,50,37.5,50,62.5,50,37.5,50,75,75,62.5,37.5,25,37.5,37.5,50,50,37.5,37.5,50,37.5,12.5,25,12.5,12.5,12.5,25,-12.5,-12.5,-25,-25,-25,-37.5,-75,-62.5,-62.5,-62.5,-37.5,-37.5,-25,-37.5,-62.5,-50,-50,-75,-75,-62.5,-37.5,-50,-37.5,-37.5,-37.5,-37.5,-37.5,-50,-50,-37.5,-37.5,-25,-37.5,-25,-50,-37.5,-50,12.5,12.5,37.5,37.5,50,50,50,50,50,50,37.5,37.5,50,50,62.5,62.5,50,50,25,12.5,12.5,25,12.5,12.5,37.5,25,25,25,37.5,62.5,62.5,62.5,50,0,-37.5,-25,-25,-37.5,-37.5,-25,-25,-25,-12.5,0,-12.5,-25,-25,0,12.5,12.5,25,12.5,-12.5,-12.5,-25,-12.5,-25,-25,-62.5,-75,-50,-50,-37.5,-62.5,-75,-62.5,-50,-75,-62.5,-62.5,-87.5,-87.5,-75,-75,-87.5,-75,-75,-62.5,-62.5,-50,-50,-37.5,-50,-62.5,-75,-75,-50,-75,-75,-75,-75,-75,-75,-87.5,-87.5,-87.5,-87.5,-62.5,-75,-37.5,-37.5,-12.5,-25,-37.5,-25,-37.5,-25,-12.5,-37.5,-12.5,-12.5,50,37.5,50,37.5,50,12.5,50,37.5,50,75,112.5,112.5,125,137.5,162.5,150,162.5,162.5,150,125,125,125,112.5,125,100,112.5,112.5,100,100,112.5,112.5,150,150,125,137.5,100,87.5,87.5,50,75,87.5,87.5,75,75,75,75,75,87.5,100,100,87.5,87.5,75,75,75,87.5,25,25,12.5,12.5,50,37.5,12.5,12.5,-12.5,12.5,12.5,25,12.5,37.5,25,25,-12.5,-25,-12.5,0,0,12.5,12.5,0,-37.5,-12.5,-37.5,0,-25,-25,0,-12.5,-25,-75,-75,-75,-87.5,-75,-50,-62.5,-100,-87.5,-100,-112.5,-125,-125,-125,-137.5,-162.5,-162.5,-162.5,-175,,,,
1,10/25/2011,08:32,1100.75,10/25/2011,08:37,1107.75,-350,0,5,50,0,1,-350,-400,-237.5,0,5,0,0,0,6,127,-50,-125,-112.5,-237.5,-237.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10/28/2011,08:32,1158.5,10/28/2011,09:38,1152.5,-50,0,26,300,0,9,300,0,0,0,1,0,0,0,67,128,75,75,37.5,37.5,87.5,100,137.5,237.5,262.5,187.5,162.5,137.5,150,200,150,100,37.5,25,25,-25,0,62.5,50,75,25,-37.5,-12.5,50,137.5,112.5,112.5,150,137.5,62.5,0,37.5,50,62.5,75,50,100,125,125,25,62.5,75,137.5,100,87.5,150,137.5,112.5,187.5,150,212.5,162.5,137.5,162.5,137.5,162.5,175,187.5,175,237.5,237.5,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11/04/2011,08:32,1104.25,11/04/2011,09:24,1111.25,-350,0,52,212.5,0,8,-350,-562.5,-50,0,52,0,0,0,53,129,100,175,112.5,62.5,50,175,162.5,162.5,125,150,62.5,62.5,75,137.5,100,200,200,150,175,150,150,112.5,12.5,37.5,37.5,75,-37.5,-50,-100,-100,-100,-125,-162.5,-100,-87.5,-75,-62.5,-150,-125,-62.5,-62.5,-50,-87.5,-125,-137.5,-150,-150,-237.5,-200,-250,-212.5,-262.5,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11/07/2011,08:32,1132,11/07/2011,08:41,1126,0,0,1,300,0,9,300,0,0,0,1,0,0,0,10,130,87.5,150,100,137.5,262.5,237.5,250,225,287.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
